TransactionID,DateID,ProductID,SupplierID,LocationID,LogisticsID,QualityID,CustomerID,Availability,ProductsSold,RevenueGenerated,StockLevels,OrderQuantity,SupplierLeadTime,ShippingTime,ShippingCost,SupplyLeadTime,ProductionVolume,ManufacturingLeadTime,ManufacturingCost,DefectRate,TransportationCost
TRX-006406,20230513,SKU-1150,SUP-007,LOC-011,LOG-003,QLT-01,CUST-0289,1,299,25955.04,1514,302,20,9,415.87,36,689,10,12031.6,22.78,623.47
TRX-006407,20250424,SKU-1070,SUP-005,LOC-006,LOG-061,QLT-01,CUST-0123,1,489,43463.18,688,576,9,7,2221.33,17,2025,9,23997.66,7.35,434.12
TRX-006408,20230608,SKU-1002,SUP-024,LOC-019,LOG-073,QLT-01,CUST-0270,1,442,5548.95,2290,627,15,5,731.95,22,2302,15,4451.26,18.88,2182.7
TRX-006409,20260215,SKU-1057,SUP-007,LOC-005,LOG-002,QLT-01,CUST-0008,1,242,10398.36,1193,343,11,7,1002.52,18,2554,13,7068.88,7.32,719.67
TRX-006410,20240120,SKU-1031,SUP-011,LOC-013,LOG-074,QLT-01,CUST-0218,1,774,48391.09,2454,769,5,9,992.62,15,2474,14,13121.78,11.59,504.68
TRX-006411,20260301,SKU-1030,SUP-009,LOC-027,LOG-081,QLT-01,CUST-0342,1,186,13464.24,2058,274,9,9,891.28,19,4486,14,11587.66,3.98,353.52
TRX-006412,20240109,SKU-1081,SUP-030,LOC-005,LOG-031,QLT-01,CUST-0174,1,125,5774.18,2487,147,30,2,416.7,37,4833,12,1884.46,14.74,484.02
TRX-006413,20240208,SKU-1042,SUP-003,LOC-026,LOG-065,QLT-01,CUST-0126,1,81,275.61,1945,104,27,3,254.6,32,3941,12,117.06,4.23,163.86
TRX-006414,20251121,SKU-1134,SUP-022,LOC-003,LOG-018,QLT-01,CUST-0385,1,591,46888.19,1188,778,27,8,1989.06,36,3016,10,19415.91,3.64,1259.55
TRX-006415,20230407,SKU-1104,SUP-040,LOC-019,LOG-006,QLT-01,CUST-0315,1,253,4931.74,789,352,10,3,1384.79,15,1395,16,3734.8,23.51,902.7
TRX-006416,20250601,SKU-1000,SUP-020,LOC-017,LOG-042,QLT-01,CUST-0316,0,599,44983.16,1163,779,26,5,1097.32,33,4526,18,36132.19,2.91,1613.95
TRX-006417,20240122,SKU-1060,SUP-032,LOC-022,LOG-068,QLT-01,CUST-0049,1,749,51223.59,489,801,22,5,1923.15,33,3264,14,21891.35,0.93,951.53
TRX-006418,20250330,SKU-1013,SUP-007,LOC-003,LOG-004,QLT-01,CUST-0336,1,591,11384.34,1213,665,22,13,1654.35,36,4612,5,5437.26,2.17,1443.47
TRX-006419,20250215,SKU-1179,SUP-007,LOC-015,LOG-004,QLT-01,CUST-0236,1,217,11584.61,1538,319,7,6,319.58,15,1001,14,9408.85,9.12,182.39
TRX-006420,20230704,SKU-1223,SUP-020,LOC-017,LOG-065,QLT-02,CUST-0349,1,512,26229.02,2393,539,5,12,626.73,21,3063,7,18153.89,5.08,444.13
TRX-006421,20250815,SKU-1005,SUP-025,LOC-013,LOG-041,QLT-01,CUST-0317,1,557,26365.75,43,704,10,7,1921.87,24,4208,20,22852.69,17.47,2182.04
TRX-006422,20260422,SKU-1102,SUP-035,LOC-014,LOG-043,QLT-01,CUST-0256,0,156,346.85,747,212,23,11,413.86,38,1694,12,123.41,9.73,166.58
TRX-006423,20230220,SKU-1009,SUP-024,LOC-030,LOG-095,QLT-01,CUST-0116,1,203,4193.0,2467,208,12,12,817.82,26,355,12,2797.84,5.75,523.52
TRX-006424,20250101,SKU-1070,SUP-040,LOC-029,LOG-055,QLT-01,CUST-0279,1,422,33202.52,388,467,22,4,582.67,27,1808,8,21600.95,11.1,657.39
TRX-006425,20230102,SKU-1089,SUP-013,LOC-026,LOG-019,QLT-01,CUST-0389,1,715,22487.92,1548,762,10,9,1595.86,24,4910,6,9241.78,4.6,1922.66
TRX-006426,20260105,SKU-1225,SUP-039,LOC-016,LOG-021,QLT-01,CUST-0085,1,240,14523.06,70,312,6,11,241.49,24,3478,19,13357.37,15.23,540.41
TRX-006427,20250921,SKU-1157,SUP-004,LOC-025,LOG-058,QLT-01,CUST-0120,1,811,50703.6,1916,855,24,7,796.69,33,2900,15,15288.7,1.91,276.81
TRX-006428,20250524,SKU-1227,SUP-012,LOC-011,LOG-030,QLT-01,CUST-0384,1,328,7329.81,655,432,15,1,1009.87,16,1699,6,4305.21,14.51,576.71
TRX-006429,20240203,SKU-1148,SUP-017,LOC-017,LOG-007,QLT-01,CUST-0050,1,872,8049.71,265,946,25,6,2126.92,31,4238,6,4435.96,11.54,2379.06
TRX-006430,20251128,SKU-1125,SUP-001,LOC-005,LOG-069,QLT-01,CUST-0164,1,194,17975.73,2148,264,12,6,838.68,23,1045,3,10911.2,9.23,215.78
TRX-006431,20240629,SKU-1187,SUP-017,LOC-021,LOG-064,QLT-01,CUST-0148,1,519,39649.45,2280,575,28,3,760.95,37,2922,16,22549.22,11.1,1427.94
TRX-006432,20250111,SKU-1208,SUP-002,LOC-015,LOG-002,QLT-01,CUST-0043,1,701,48850.66,1902,842,25,6,618.36,37,1863,12,34388.25,1.29,2535.68
TRX-006433,20230908,SKU-1096,SUP-006,LOC-018,LOG-067,QLT-01,CUST-0136,1,118,5594.91,2176,166,23,1,223.24,28,4757,14,2421.23,5.84,121.59
TRX-006434,20230307,SKU-1073,SUP-011,LOC-016,LOG-079,QLT-01,CUST-0246,1,391,14103.69,715,441,22,1,1269.21,26,4271,5,9076.38,10.4,461.71
TRX-006435,20240118,SKU-1114,SUP-018,LOC-014,LOG-074,QLT-01,CUST-0218,1,309,5039.54,1704,473,17,6,1383.72,30,4698,7,3802.98,19.95,900.99
TRX-006436,20251116,SKU-1190,SUP-040,LOC-014,LOG-009,QLT-01,CUST-0425,1,762,66508.85,508,823,29,1,1476.13,30,3684,18,37910.15,4.8,533.15
TRX-006437,20230308,SKU-1238,SUP-025,LOC-013,LOG-023,QLT-01,CUST-0281,1,921,89999.13,897,896,18,14,1916.07,32,2809,4,42300.62,13.63,2945.17
TRX-006438,20241202,SKU-1169,SUP-039,LOC-001,LOG-014,QLT-03,CUST-0372,1,585,18495.19,444,581,6,6,2295.42,18,3919,6,6422.81,8.23,2002.39
TRX-006439,20240514,SKU-1050,SUP-028,LOC-006,LOG-054,QLT-01,CUST-0234,1,135,6865.74,365,130,22,8,466.77,32,4786,12,3927.17,6.76,275.57
TRX-006440,20250124,SKU-1191,SUP-016,LOC-023,LOG-045,QLT-01,CUST-0263,1,542,45009.47,1452,657,19,8,1638.94,31,1543,9,32638.94,17.87,821.0
TRX-006441,20241111,SKU-1203,SUP-012,LOC-011,LOG-016,QLT-01,CUST-0115,1,231,9072.5,2070,236,19,2,379.81,21,3168,12,4069.06,27.38,312.03
TRX-006442,20240821,SKU-1055,SUP-029,LOC-011,LOG-084,QLT-01,CUST-0342,0,129,6886.08,154,183,26,4,641.22,37,2992,7,5559.11,13.02,300.66
TRX-006443,20230302,SKU-1207,SUP-023,LOC-025,LOG-072,QLT-01,CUST-0189,1,141,7797.23,1927,216,13,14,559.81,27,3183,10,6100.8,8.11,659.65
TRX-006444,20230219,SKU-1040,SUP-021,LOC-016,LOG-095,QLT-01,CUST-0417,1,498,51573.21,1337,699,30,13,2443.49,43,4865,4,35703.37,8.15,2022.98
TRX-006445,20260504,SKU-1031,SUP-016,LOC-024,LOG-057,QLT-01,CUST-0197,1,153,8816.28,585,186,15,5,539.5,21,1083,20,5752.16,11.71,591.32
TRX-006446,20260722,SKU-1014,SUP-026,LOC-026,LOG-008,QLT-01,CUST-0038,1,564,52518.59,907,790,12,14,1340.23,31,2037,10,42525.74,8.93,2576.66
TRX-006447,20230804,SKU-1061,SUP-037,LOC-003,LOG-025,QLT-01,CUST-0012,1,175,14446.12,2257,211,8,8,683.25,19,3612,17,9295.35,10.12,286.52
TRX-006448,20260808,SKU-1154,SUP-022,LOC-025,LOG-041,QLT-01,CUST-0124,1,570,23080.8,586,766,30,14,1590.14,50,4060,12,12250.21,10.36,1982.7
TRX-006449,20240608,SKU-1027,SUP-010,LOC-017,LOG-062,QLT-01,CUST-0044,1,642,55413.86,1577,872,18,14,973.23,33,1354,12,44913.94,10.75,838.98
TRX-006450,20240619,SKU-1208,SUP-007,LOC-029,LOG-077,QLT-01,CUST-0309,1,907,56917.14,2065,892,6,8,2571.89,16,4791,6,28539.43,3.29,2189.66
TRX-006451,20230623,SKU-1063,SUP-009,LOC-022,LOG-018,QLT-01,CUST-0014,1,545,29550.59,1360,636,17,8,1632.08,31,3666,14,13392.85,26.2,1330.32
TRX-006452,20250531,SKU-1237,SUP-025,LOC-029,LOG-050,QLT-03,CUST-0455,1,837,33422.12,436,911,25,7,2264.1,34,4873,3,21191.67,10.45,1198.57
TRX-006453,20240828,SKU-1186,SUP-015,LOC-014,LOG-041,QLT-01,CUST-0348,1,213,19205.23,1143,264,14,8,640.39,26,2411,3,11699.73,11.56,147.38
TRX-006454,20240830,SKU-1241,SUP-013,LOC-026,LOG-034,QLT-01,CUST-0052,1,537,22826.17,697,750,24,9,1525.17,34,404,20,23075.35,13.95,1083.04
TRX-006455,20230204,SKU-1185,SUP-026,LOC-002,LOG-081,QLT-01,CUST-0245,1,340,21920.39,661,364,6,8,1366.47,18,1996,18,12234.0,11.0,572.3
TRX-006456,20250702,SKU-1129,SUP-021,LOC-026,LOG-012,QLT-01,CUST-0180,1,635,24226.53,1304,768,6,5,3036.08,11,3460,14,8801.61,5.36,2380.73
TRX-006457,20250303,SKU-1126,SUP-023,LOC-025,LOG-080,QLT-01,CUST-0302,1,914,42681.26,905,927,22,12,3103.83,41,582,5,15648.45,4.99,3006.23
TRX-006458,20250302,SKU-1035,SUP-028,LOC-009,LOG-077,QLT-01,CUST-0464,1,113,9510.21,1703,166,8,11,449.26,23,3065,20,7058.06,5.47,554.62
TRX-006459,20250620,SKU-1113,SUP-038,LOC-008,LOG-075,QLT-01,CUST-0425,1,665,24186.77,2184,828,26,12,2645.65,41,4441,17,10879.18,12.0,995.08
TRX-006460,20260402,SKU-1198,SUP-012,LOC-029,LOG-078,QLT-03,CUST-0130,1,410,14802.18,1857,574,29,1,1943.21,30,4368,3,6186.59,15.7,1762.0
TRX-006461,20260715,SKU-1012,SUP-024,LOC-011,LOG-042,QLT-03,CUST-0433,1,340,8316.29,1472,367,14,3,486.75,23,4311,15,3540.81,5.19,1032.03
TRX-006462,20240208,SKU-1014,SUP-013,LOC-007,LOG-055,QLT-01,CUST-0479,1,730,77451.68,2189,931,12,2,1769.41,20,2352,17,56728.47,4.95,3049.38
TRX-006463,20251126,SKU-1088,SUP-040,LOC-030,LOG-092,QLT-01,CUST-0100,1,97,6382.02,2226,120,15,2,447.33,19,4517,19,3051.45,18.67,265.13
TRX-006464,20240613,SKU-1214,SUP-002,LOC-022,LOG-059,QLT-01,CUST-0462,1,518,32767.75,199,656,20,1,955.01,26,2094,7,16721.09,16.44,291.98
TRX-006465,20260208,SKU-1187,SUP-039,LOC-002,LOG-051,QLT-01,CUST-0366,1,286,21134.94,153,290,13,2,1015.75,17,1924,4,12528.44,22.05,672.95
TRX-006466,20240502,SKU-1021,SUP-012,LOC-030,LOG-088,QLT-01,CUST-0284,1,360,7066.72,748,412,11,2,1032.1,13,2049,18,3190.63,4.48,1013.67
TRX-006467,20230813,SKU-1190,SUP-039,LOC-004,LOG-053,QLT-01,CUST-0111,1,66,5658.04,858,71,29,7,204.34,43,3177,12,2075.97,23.75,140.61
TRX-006468,20260813,SKU-1217,SUP-014,LOC-026,LOG-081,QLT-01,CUST-0288,1,82,4984.27,30,87,19,11,289.71,35,2702,13,2170.44,9.31,41.88
TRX-006469,20260505,SKU-1224,SUP-030,LOC-023,LOG-009,QLT-01,CUST-0092,1,655,14109.35,2131,703,14,13,2579.2,27,108,15,10766.87,13.71,2324.19
TRX-006470,20231125,SKU-1202,SUP-019,LOC-014,LOG-094,QLT-02,CUST-0076,1,845,53290.7,2153,823,12,13,2231.56,31,4932,4,26657.9,4.38,513.12
TRX-006471,20230407,SKU-1073,SUP-031,LOC-013,LOG-003,QLT-02,CUST-0205,0,261,8926.3,2497,287,19,12,769.21,32,4726,9,3685.12,12.65,92.76
TRX-006472,20260327,SKU-1024,SUP-025,LOC-022,LOG-008,QLT-01,CUST-0022,1,538,44160.63,2267,592,28,10,1809.63,45,1849,10,28207.04,5.74,987.61
TRX-006473,20251106,SKU-1100,SUP-004,LOC-025,LOG-082,QLT-01,CUST-0170,1,917,50856.76,2250,942,6,1,1060.4,9,2533,4,27390.35,16.15,1213.14
TRX-006474,20231202,SKU-1175,SUP-013,LOC-013,LOG-059,QLT-01,CUST-0368,1,65,1848.91,1759,100,26,13,269.69,39,3621,7,1218.65,14.59,271.05
TRX-006475,20240228,SKU-1170,SUP-036,LOC-013,LOG-030,QLT-01,CUST-0157,1,293,15783.56,1724,436,10,3,1390.3,15,3912,9,9713.56,14.62,575.88
TRX-006476,20240207,SKU-1116,SUP-037,LOC-005,LOG-067,QLT-01,CUST-0222,1,720,57226.27,1648,962,7,2,934.47,12,152,10,52005.66,1.97,1368.9
TRX-006477,20240306,SKU-1165,SUP-003,LOC-028,LOG-055,QLT-01,CUST-0463,0,49,1047.79,1689,69,19,10,80.33,29,1669,20,626.97,8.81,232.53
TRX-006478,20250616,SKU-1040,SUP-016,LOC-012,LOG-034,QLT-01,CUST-0360,1,130,13808.44,2329,184,24,8,501.59,36,3789,14,10424.42,6.34,179.1
TRX-006479,20241210,SKU-1172,SUP-026,LOC-006,LOG-043,QLT-01,CUST-0068,1,391,2366.02,2336,450,18,5,761.4,27,487,3,1104.62,10.07,1218.77
TRX-006480,20250726,SKU-1087,SUP-040,LOC-026,LOG-028,QLT-01,CUST-0161,1,637,13713.57,44,875,22,1,2334.83,26,4401,4,5472.26,15.01,779.38
TRX-006481,20240920,SKU-1167,SUP-039,LOC-022,LOG-037,QLT-01,CUST-0174,1,832,65736.68,415,803,13,13,1707.93,28,2874,15,33370.63,18.7,1309.65
TRX-006482,20230111,SKU-1109,SUP-019,LOC-014,LOG-089,QLT-01,CUST-0393,1,378,1782.77,1115,523,13,11,1086.73,31,732,19,810.96,5.26,1311.92
TRX-006483,20250420,SKU-1119,SUP-015,LOC-008,LOG-030,QLT-01,CUST-0499,1,391,2305.58,2454,547,14,3,1128.63,24,3285,20,1780.08,5.33,1420.52
TRX-006484,20240622,SKU-1096,SUP-032,LOC-024,LOG-071,QLT-01,CUST-0038,1,145,8400.3,271,166,27,6,280.41,34,1468,17,5447.13,7.5,469.08
TRX-006485,20260717,SKU-1144,SUP-021,LOC-022,LOG-062,QLT-02,CUST-0336,1,517,3367.28,744,716,30,13,1404.85,45,1296,3,2763.58,2.76,477.83
TRX-006486,20230506,SKU-1215,SUP-001,LOC-008,LOG-029,QLT-03,CUST-0026,1,525,24961.98,176,574,26,2,358.92,28,1685,18,8294.57,7.2,759.64
TRX-006487,20250812,SKU-1228,SUP-006,LOC-007,LOG-002,QLT-01,CUST-0254,1,533,19097.53,124,537,18,3,863.4,26,3342,19,8353.89,12.64,983.27
TRX-006488,20230502,SKU-1056,SUP-027,LOC-017,LOG-090,QLT-02,CUST-0299,1,466,37862.98,393,566,25,14,909.73,42,3527,10,16681.14,2.09,547.31
TRX-006489,20231218,SKU-1129,SUP-023,LOC-021,LOG-057,QLT-01,CUST-0437,1,90,3437.11,990,114,10,6,287.2,18,3869,18,1682.92,14.22,300.28
TRX-006490,20240103,SKU-1095,SUP-031,LOC-011,LOG-057,QLT-01,CUST-0283,1,653,39858.35,707,706,26,8,1927.91,35,2809,14,16193.93,4.2,2289.65
TRX-006491,20240127,SKU-1120,SUP-012,LOC-026,LOG-042,QLT-01,CUST-0247,1,208,6961.99,768,214,9,9,434.96,19,2025,5,2783.78,18.66,556.6
TRX-006492,20260103,SKU-1061,SUP-021,LOC-010,LOG-049,QLT-01,CUST-0011,1,741,55114.58,2367,961,24,9,831.77,38,139,11,44525.9,29.9,1557.4
TRX-006493,20240325,SKU-1215,SUP-002,LOC-013,LOG-057,QLT-01,CUST-0238,0,689,25542.57,2036,707,26,11,2492.92,40,4564,4,14049.04,3.27,1232.46
TRX-006494,20251025,SKU-1136,SUP-005,LOC-010,LOG-071,QLT-01,CUST-0107,1,379,13077.01,1910,397,27,10,1328.87,37,2835,18,4469.95,2.87,1191.81
TRX-006495,20251017,SKU-1067,SUP-009,LOC-021,LOG-018,QLT-01,CUST-0410,1,259,21751.92,2108,308,18,6,771.99,27,1330,13,9634.79,18.99,498.55
TRX-006496,20260327,SKU-1080,SUP-020,LOC-026,LOG-070,QLT-01,CUST-0334,1,802,23558.52,1646,963,18,1,2019.05,19,3162,2,17366.79,1.59,2142.63
TRX-006497,20230824,SKU-1016,SUP-018,LOC-014,LOG-027,QLT-03,CUST-0313,1,682,18470.11,2266,986,20,2,3363.55,25,3017,11,13500.93,3.85,1554.07
TRX-006498,20230722,SKU-1116,SUP-022,LOC-009,LOG-054,QLT-02,CUST-0001,1,201,17644.79,141,294,16,9,952.05,28,793,8,10540.19,1.95,656.59
TRX-006499,20241220,SKU-1049,SUP-008,LOC-007,LOG-024,QLT-01,CUST-0011,1,653,32772.65,1452,689,20,3,1811.31,26,4426,18,23783.18,12.54,1996.36
TRX-006500,20231228,SKU-1111,SUP-034,LOC-007,LOG-095,QLT-01,CUST-0158,1,239,11320.45,383,271,12,9,456.12,23,1876,8,5469.26,20.74,894.39
TRX-006501,20250303,SKU-1093,SUP-009,LOC-026,LOG-034,QLT-01,CUST-0088,1,663,52806.48,260,785,9,2,2079.8,15,1758,11,38050.09,2.38,2706.97
TRX-006502,20231127,SKU-1167,SUP-007,LOC-018,LOG-022,QLT-01,CUST-0242,0,427,32470.64,104,639,24,6,468.66,35,2463,5,20808.84,8.1,336.03
TRX-006503,20240727,SKU-1185,SUP-030,LOC-016,LOG-088,QLT-01,CUST-0497,1,44,3109.04,2236,66,19,10,75.95,33,2889,17,2541.08,5.08,112.0
TRX-006504,20231117,SKU-1202,SUP-018,LOC-008,LOG-063,QLT-01,CUST-0132,1,655,37362.61,600,644,29,11,2420.96,41,1700,7,20507.44,2.21,1022.12
TRX-006505,20230914,SKU-1084,SUP-027,LOC-016,LOG-036,QLT-01,CUST-0086,1,802,74538.74,1893,878,12,3,3272.13,17,3172,17,40910.43,10.07,2882.39
TRX-006506,20240111,SKU-1148,SUP-016,LOC-019,LOG-092,QLT-03,CUST-0110,1,592,6098.52,1592,736,8,9,1335.73,17,3582,15,4451.95,9.61,318.27
TRX-006507,20240919,SKU-1145,SUP-021,LOC-015,LOG-084,QLT-01,CUST-0328,1,350,29390.46,1443,377,9,9,526.49,24,879,16,16592.05,7.73,566.04
TRX-006508,20260413,SKU-1182,SUP-005,LOC-025,LOG-061,QLT-03,CUST-0111,1,473,48957.89,636,629,27,6,2216.56,40,3602,19,17888.58,4.07,1981.26
TRX-006509,20231125,SKU-1156,SUP-029,LOC-015,LOG-082,QLT-02,CUST-0208,1,788,5296.52,2228,969,22,14,3302.06,42,3359,12,2341.89,18.13,3001.7
TRX-006510,20260730,SKU-1151,SUP-037,LOC-006,LOG-042,QLT-01,CUST-0289,1,759,45538.91,282,910,16,4,3574.74,22,2859,15,14979.42,17.12,2965.45
TRX-006511,20231021,SKU-1073,SUP-022,LOC-009,LOG-096,QLT-01,CUST-0417,1,317,11394.36,518,480,9,8,894.75,23,1209,3,4223.66,22.03,596.29
TRX-006512,20240207,SKU-1108,SUP-014,LOC-015,LOG-033,QLT-01,CUST-0074,1,914,90290.91,848,873,27,4,2803.11,34,4262,11,39580.22,11.04,776.86
TRX-006513,20250318,SKU-1144,SUP-019,LOC-025,LOG-074,QLT-01,CUST-0322,1,444,3635.98,855,554,20,2,1484.82,29,539,8,2575.44,13.45,1252.77
TRX-006514,20241221,SKU-1017,SUP-035,LOC-007,LOG-009,QLT-01,CUST-0249,1,447,48225.91,1059,432,17,6,364.97,30,3880,10,14626.74,10.13,859.11
TRX-006515,20240731,SKU-1041,SUP-024,LOC-026,LOG-025,QLT-01,CUST-0108,1,810,17543.9,1455,892,13,11,2775.81,24,1005,2,9101.82,3.88,2195.75
TRX-006516,20260508,SKU-1239,SUP-006,LOC-028,LOG-013,QLT-01,CUST-0004,1,573,34923.03,1024,561,16,5,696.78,26,1085,12,17931.6,13.66,500.08
TRX-006517,20251122,SKU-1211,SUP-003,LOC-008,LOG-047,QLT-01,CUST-0215,1,255,1512.92,2330,381,6,7,525.53,13,821,4,997.89,6.08,1295.37
TRX-006518,20260310,SKU-1100,SUP-034,LOC-018,LOG-045,QLT-01,CUST-0179,0,727,41823.5,1024,703,11,10,2586.16,24,700,2,25081.56,4.11,759.69
TRX-006519,20230212,SKU-1044,SUP-002,LOC-021,LOG-005,QLT-01,CUST-0155,1,721,15579.73,846,888,7,8,1652.35,17,2967,12,8149.01,5.73,1519.68
TRX-006520,20241223,SKU-1081,SUP-015,LOC-016,LOG-031,QLT-01,CUST-0289,0,442,18932.13,1840,628,5,10,2135.4,20,4194,19,19290.88,2.2,1672.87
TRX-006521,20240222,SKU-1016,SUP-037,LOC-015,LOG-031,QLT-01,CUST-0225,1,250,7121.02,402,273,15,1,495.6,17,1454,5,4733.12,0.69,914.45
TRX-006522,20250308,SKU-1072,SUP-015,LOC-003,LOG-090,QLT-02,CUST-0105,0,179,15419.5,1771,188,12,3,230.19,18,2813,19,9723.96,23.06,365.06
TRX-006523,20260723,SKU-1013,SUP-032,LOC-001,LOG-071,QLT-02,CUST-0382,1,745,16024.32,1877,819,12,10,972.89,24,1719,4,4365.06,10.21,743.43
TRX-006524,20260110,SKU-1176,SUP-021,LOC-013,LOG-041,QLT-01,CUST-0084,1,278,892.05,1133,322,12,2,635.57,19,811,11,537.08,6.41,737.51
TRX-006525,20260521,SKU-1156,SUP-017,LOC-022,LOG-046,QLT-01,CUST-0077,1,713,4572.53,891,731,11,6,1330.55,23,1063,13,2925.66,24.62,510.25
TRX-006526,20250720,SKU-1222,SUP-034,LOC-029,LOG-052,QLT-01,CUST-0203,1,808,70236.86,871,875,24,2,1259.2,29,1941,16,46479.99,12.78,1517.37
TRX-006527,20250213,SKU-1131,SUP-032,LOC-012,LOG-084,QLT-01,CUST-0339,1,156,2553.64,620,174,19,1,307.54,21,2410,20,875.77,3.89,141.83
TRX-006528,20260505,SKU-1081,SUP-023,LOC-009,LOG-086,QLT-01,CUST-0241,1,254,14206.11,1831,328,20,7,327.07,30,4600,8,9776.75,11.73,350.28
TRX-006529,20250215,SKU-1147,SUP-035,LOC-002,LOG-005,QLT-01,CUST-0288,1,82,2339.82,1493,82,6,12,45.28,18,3269,8,646.8,10.75,255.43
TRX-006530,20251019,SKU-1119,SUP-037,LOC-009,LOG-012,QLT-01,CUST-0195,1,243,1227.33,693,263,23,1,671.18,29,1795,17,406.29,14.43,641.52
TRX-006531,20230214,SKU-1119,SUP-037,LOC-008,LOG-021,QLT-01,CUST-0372,1,353,1972.13,1130,350,30,11,1384.95,43,4893,12,509.05,1.83,919.26
TRX-006532,20260819,SKU-1046,SUP-033,LOC-027,LOG-009,QLT-02,CUST-0205,1,113,8504.58,821,127,17,2,182.67,20,321,19,5986.98,8.48,108.49
TRX-006533,20240917,SKU-1106,SUP-025,LOC-025,LOG-093,QLT-01,CUST-0412,1,343,12290.25,208,354,24,1,516.42,32,473,5,4909.73,3.81,1174.66
TRX-006534,20230206,SKU-1107,SUP-037,LOC-005,LOG-091,QLT-02,CUST-0214,1,155,1091.7,2452,155,23,9,608.81,33,4585,10,324.56,17.39,78.68
TRX-006535,20251109,SKU-1008,SUP-040,LOC-013,LOG-017,QLT-01,CUST-0441,1,503,39768.35,1486,581,13,9,1732.08,29,400,14,14729.3,18.25,1933.9
TRX-006536,20230705,SKU-1204,SUP-021,LOC-002,LOG-024,QLT-01,CUST-0019,1,149,11277.72,892,160,29,1,613.26,32,4594,8,5618.03,10.85,176.67
TRX-006537,20240923,SKU-1078,SUP-038,LOC-010,LOG-027,QLT-01,CUST-0159,1,202,6812.6,2359,230,19,1,249.77,27,1546,20,2266.08,6.54,115.8
TRX-006538,20251130,SKU-1154,SUP-040,LOC-026,LOG-008,QLT-01,CUST-0212,1,662,25895.48,2258,706,25,8,550.2,36,2638,20,15657.1,11.96,1269.13
TRX-006539,20250722,SKU-1014,SUP-034,LOC-006,LOG-044,QLT-01,CUST-0053,1,355,38934.93,1510,414,15,2,503.94,17,4477,13,10415.76,2.15,783.3
TRX-006540,20231027,SKU-1219,SUP-019,LOC-007,LOG-062,QLT-01,CUST-0088,1,676,8735.78,1100,697,19,8,2039.9,32,1961,15,4021.18,3.65,1982.92
TRX-006541,20240112,SKU-1228,SUP-027,LOC-003,LOG-029,QLT-01,CUST-0160,0,801,31868.86,2362,824,25,14,3056.39,43,4159,12,17582.95,11.8,1942.83
TRX-006542,20230823,SKU-1246,SUP-009,LOC-014,LOG-083,QLT-01,CUST-0009,1,536,12545.06,520,802,23,13,467.4,36,4830,7,6400.0,22.62,1204.88
TRX-006543,20250530,SKU-1018,SUP-005,LOC-016,LOG-074,QLT-01,CUST-0179,1,156,13384.57,924,214,10,12,511.74,27,4625,19,7916.26,28.78,483.3
TRX-006544,20250613,SKU-1089,SUP-005,LOC-006,LOG-024,QLT-01,CUST-0083,1,387,13520.51,662,533,12,13,338.18,32,2329,16,5704.69,2.64,1189.5
TRX-006545,20260109,SKU-1179,SUP-025,LOC-022,LOG-034,QLT-01,CUST-0151,0,275,14028.03,959,354,18,6,1344.96,31,2227,20,10019.49,0.8,1165.16
TRX-006546,20230127,SKU-1025,SUP-026,LOC-008,LOG-060,QLT-01,CUST-0025,1,421,38113.35,35,501,11,10,837.17,24,2212,6,16679.57,2.39,207.19
TRX-006547,20251110,SKU-1216,SUP-019,LOC-001,LOG-031,QLT-01,CUST-0225,1,74,4384.61,2258,79,14,12,259.11,29,4201,13,1450.02,6.48,188.84
TRX-006548,20231023,SKU-1153,SUP-030,LOC-020,LOG-004,QLT-01,CUST-0497,1,669,42963.23,2460,869,13,11,1051.16,30,344,19,14591.09,3.5,2363.37
TRX-006549,20250127,SKU-1153,SUP-036,LOC-015,LOG-095,QLT-01,CUST-0430,1,793,46905.62,1242,871,12,12,1660.01,24,745,14,28228.65,16.17,1885.32
TRX-006550,20250526,SKU-1173,SUP-016,LOC-017,LOG-009,QLT-01,CUST-0428,0,609,61487.9,75,613,7,7,1792.35,16,4763,12,25613.34,5.16,1892.41
TRX-006551,20250507,SKU-1091,SUP-007,LOC-024,LOG-090,QLT-03,CUST-0194,0,111,3828.78,1186,134,22,2,399.57,30,1411,9,2183.41,5.32,452.47
TRX-006552,20260410,SKU-1176,SUP-018,LOC-018,LOG-077,QLT-01,CUST-0118,1,843,2751.33,884,924,9,14,3317.08,28,1242,20,1338.81,9.59,1009.35
TRX-006553,20250211,SKU-1081,SUP-021,LOC-024,LOG-090,QLT-01,CUST-0323,1,216,11892.36,1579,219,10,4,681.14,16,4790,15,4419.15,6.09,675.45
TRX-006554,20240115,SKU-1223,SUP-031,LOC-003,LOG-054,QLT-01,CUST-0383,1,673,41550.22,714,716,11,10,1231.62,21,598,19,24401.87,15.77,1390.57
TRX-006555,20250802,SKU-1180,SUP-001,LOC-024,LOG-001,QLT-03,CUST-0412,1,566,43923.36,1067,820,26,11,1550.92,41,4850,11,26354.22,10.03,2078.83
TRX-006556,20250101,SKU-1130,SUP-003,LOC-006,LOG-061,QLT-01,CUST-0248,1,284,18889.03,2154,400,19,1,1082.99,23,1665,10,15942.02,1.67,447.11
